Call_Start,Exit_Reason,Party_Name,channel,QueuedTime,RingTime,TalkTime,HoldTime,WrapTime,WaitTime,Queue + Ring,WaitTime vs QueuedTime,AgentTime,agent_answer_time,call_end,agent_finish_time
2020-01-21 12:04:31.999996,Redirected,,SEO,1,10,0.0,0.0,0.0,11,11,10,0.0,2020-01-21 12:04:42.999996,2020-01-21 12:04:42.999996,2020-01-21 12:04:42.999996
2020-01-21 12:29:33.999999,Redirected,,SEO,0,11,0.0,0.0,0.0,11,11,11,0.0,2020-01-21 12:29:44.999999,2020-01-21 12:29:44.999999,2020-01-21 12:29:44.999999
2020-01-21 12:47:28.999997,Redirected,,SEO,0,14,0.0,0.0,0.0,14,14,14,0.0,2020-01-21 12:47:42.999997,2020-01-21 12:47:42.999997,2020-01-21 12:47:42.999997
2020-01-21 13:08:14.000003,Redirected,,SEO,1,14,0.0,0.0,0.0,15,15,14,0.0,2020-01-21 13:08:29.000003,2020-01-21 13:08:29.000003,2020-01-21 13:08:29.000003
2020-01-21 13:16:01.999998,Redirected,,SEO,0,9,0.0,0.0,0.0,9,9,9,0.0,2020-01-21 13:16:10.999998,2020-01-21 13:16:10.999998,2020-01-21 13:16:10.999998
2020-01-21 13:47:11.999996,Redirected,,PPC,0,15,0.0,0.0,0.0,15,15,15,0.0,2020-01-21 13:47:26.999996,2020-01-21 13:47:26.999996,2020-01-21 13:47:26.999996
2020-01-21 13:56:15.000003,Redirected,,SEO,0,19,0.0,0.0,0.0,19,19,19,0.0,2020-01-21 13:56:34.000003,2020-01-21 13:56:34.000003,2020-01-21 13:56:34.000003
2020-01-21 14:01:48.999999,Redirected,,SEO,0,15,0.0,0.0,0.0,15,15,15,0.0,2020-01-21 14:02:03.999999,2020-01-21 14:02:03.999999,2020-01-21 14:02:03.999999
2020-01-21 14:02:03.999998,Redirected,,SEO,0,11,0.0,0.0,0.0,11,11,11,0.0,2020-01-21 14:02:14.999998,2020-01-21 14:02:14.999998,2020-01-21 14:02:14.999998
2020-01-21 14:03:12.999998,Redirected,,SEO,0,15,0.0,0.0,0.0,15,15,15,0.0,2020-01-21 14:03:27.999998,2020-01-21 14:03:27.999998,2020-01-21 14:03:27.999998
2020-01-21 14:16:33.000001,Redirected,,SEO,0,9,0.0,0.0,0.0,9,9,9,0.0,2020-01-21 14:16:42.000001,2020-01-21 14:16:42.000001,2020-01-21 14:16:42.000001
2020-01-21 14:57:27.999997,Redirected,,SEO,1,14,0.0,0.0,0.0,15,15,14,0.0,2020-01-21 14:57:42.999997,2020-01-21 14:57:42.999997,2020-01-21 14:57:42.999997
2020-01-21 15:05:34.999998,Redirected,,PPC,0,17,0.0,0.0,0.0,17,17,17,0.0,2020-01-21 15:05:51.999998,2020-01-21 15:05:51.999998,2020-01-21 15:05:51.999998
2020-01-21 16:22:14.000002,Redirected,,PPC,0,10,0.0,0.0,0.0,10,10,10,0.0,2020-01-21 16:22:24.000002,2020-01-21 16:22:24.000002,2020-01-21 16:22:24.000002
2020-01-21 16:30:25.000004,Redirected,,PPC,1,17,0.0,0.0,0.0,18,18,17,0.0,2020-01-21 16:30:43.000004,2020-01-21 16:30:43.000004,2020-01-21 16:30:43.000004
2020-01-21 16:32:09.999998,Redirected,,PPC,0,17,0.0,0.0,0.0,17,17,17,0.0,2020-01-21 16:32:26.999998,2020-01-21 16:32:26.999998,2020-01-21 16:32:26.999998
2020-01-21 16:32:51.999996,Redirected,,SEO,0,12,0.0,0.0,0.0,12,12,12,0.0,2020-01-21 16:33:03.999996,2020-01-21 16:33:03.999996,2020-01-21 16:33:03.999996
2020-01-21 16:42:26.000003,Redirected,,SEO,1,12,0.0,0.0,0.0,13,13,12,0.0,2020-01-21 16:42:39.000003,2020-01-21 16:42:39.000003,2020-01-21 16:42:39.000003
2020-01-21 16:43:57.000000,Redirected,,SEO,1,13,0.0,0.0,0.0,14,14,13,0.0,2020-01-21 16:44:11.000000,2020-01-21 16:44:11.000000,2020-01-21 16:44:11.000000
2020-01-21 16:59:27.000001,Redirected,,SEO,0,12,0.0,0.0,0.0,12,12,12,0.0,2020-01-21 16:59:39.000001,2020-01-21 16:59:39.000001,2020-01-21 16:59:39.000001
2020-01-22 08:00:34.000004,Redirected,,PPC,0,12,0.0,0.0,0.0,12,12,12,0.0,2020-01-22 08:00:46.000004,2020-01-22 08:00:46.000004,2020-01-22 08:00:46.000004
2020-01-22 08:23:31.000004,Redirected,,SEO,0,15,0.0,0.0,0.0,15,15,15,0.0,2020-01-22 08:23:46.000004,2020-01-22 08:23:46.000004,2020-01-22 08:23:46.000004
2020-01-22 09:19:06.000001,Redirected,,SEO,1,19,0.0,0.0,0.0,20,20,19,0.0,2020-01-22 09:19:26.000001,2020-01-22 09:19:26.000001,2020-01-22 09:19:26.000001
2020-01-22 09:24:50.000003,Redirected,,SEO,0,9,0.0,0.0,0.0,9,9,9,0.0,2020-01-22 09:24:59.000003,2020-01-22 09:24:59.000003,2020-01-22 09:24:59.000003
2020-01-22 09:51:04.000003,Redirected,,SEO,0,8,0.0,0.0,0.0,8,8,8,0.0,2020-01-22 09:51:12.000003,2020-01-22 09:51:12.000003,2020-01-22 09:51:12.000003
2020-01-22 10:06:07.999998,Redirected,,SEO,0,10,0.0,0.0,0.0,10,10,10,0.0,2020-01-22 10:06:17.999998,2020-01-22 10:06:17.999998,2020-01-22 10:06:17.999998
2020-01-22 10:20:19.000003,Redirected,,SEO,1,17,0.0,0.0,0.0,18,18,17,0.0,2020-01-22 10:20:37.000003,2020-01-22 10:20:37.000003,2020-01-22 10:20:37.000003
2020-01-22 10:29:58.000004,Redirected,,SEO,1,14,0.0,0.0,0.0,15,15,14,0.0,2020-01-22 10:30:13.000004,2020-01-22 10:30:13.000004,2020-01-22 10:30:13.000004
2020-01-22 11:15:40.999997,Redirected,,SEO,0,13,0.0,0.0,0.0,13,13,13,0.0,2020-01-22 11:15:53.999997,2020-01-22 11:15:53.999997,2020-01-22 11:15:53.999997
2020-01-22 11:24:25.000004,Redirected,,SEO,1,16,0.0,0.0,0.0,17,17,16,0.0,2020-01-22 11:24:42.000004,2020-01-22 11:24:42.000004,2020-01-22 11:24:42.000004
2020-01-22 11:29:07.999999,Redirected,,SEO,0,16,0.0,0.0,0.0,16,16,16,0.0,2020-01-22 11:29:23.999999,2020-01-22 11:29:23.999999,2020-01-22 11:29:23.999999
2020-01-22 11:29:37.000003,Redirected,,PPC,0,13,0.0,0.0,0.0,13,13,13,0.0,2020-01-22 11:29:50.000003,2020-01-22 11:29:50.000003,2020-01-22 11:29:50.000003
2020-01-22 11:40:13.000002,Redirected,,SEO,0,10,0.0,0.0,0.0,10,10,10,0.0,2020-01-22 11:40:23.000002,2020-01-22 11:40:23.000002,2020-01-22 11:40:23.000002
2020-01-22 11:41:06.000000,Redirected,,SEO,0,14,0.0,0.0,0.0,14,14,14,0.0,2020-01-22 11:41:20.000000,2020-01-22 11:41:20.000000,2020-01-22 11:41:20.000000
2020-01-22 11:51:31.000000,Redirected,,SEO,1,18,0.0,0.0,0.0,19,19,18,0.0,2020-01-22 11:51:50.000000,2020-01-22 11:51:50.000000,2020-01-22 11:51:50.000000
2020-01-22 12:01:14.000002,Redirected,,SEO,0,15,0.0,0.0,0.0,15,15,15,0.0,2020-01-22 12:01:29.000002,2020-01-22 12:01:29.000002,2020-01-22 12:01:29.000002
2020-01-22 12:14:49.000004,Redirected,,SEO,0,13,0.0,0.0,0.0,13,13,13,0.0,2020-01-22 12:15:02.000004,2020-01-22 12:15:02.000004,2020-01-22 12:15:02.000004
2020-01-22 12:15:28.999999,Redirected,,SEO,0,13,0.0,0.0,0.0,13,13,13,0.0,2020-01-22 12:15:41.999999,2020-01-22 12:15:41.999999,2020-01-22 12:15:41.999999
2020-01-22 12:37:02.000001,Redirected,,SEO,0,17,0.0,0.0,0.0,17,17,17,0.0,2020-01-22 12:37:19.000001,2020-01-22 12:37:19.000001,2020-01-22 12:37:19.000001
2020-01-22 12:37:40.000000,Redirected,,SEO,0,19,0.0,0.0,0.0,19,19,19,0.0,2020-01-22 12:37:59.000000,2020-01-22 12:37:59.000000,2020-01-22 12:37:59.000000
2020-01-22 13:04:46.999998,Redirected,,SEO,1,14,0.0,0.0,0.0,15,15,14,0.0,2020-01-22 13:05:01.999998,2020-01-22 13:05:01.999998,2020-01-22 13:05:01.999998
2020-01-22 13:10:41.000004,Redirected,,SEO,0,14,0.0,0.0,0.0,14,14,14,0.0,2020-01-22 13:10:55.000004,2020-01-22 13:10:55.000004,2020-01-22 13:10:55.000004
2020-01-22 13:42:22.999997,Redirected,,SEO,0,14,0.0,0.0,0.0,14,14,14,0.0,2020-01-22 13:42:36.999997,2020-01-22 13:42:36.999997,2020-01-22 13:42:36.999997
2020-01-22 13:43:32.999998,Redirected,,SEO,1,14,0.0,0.0,0.0,15,15,14,0.0,2020-01-22 13:43:47.999998,2020-01-22 13:43:47.999998,2020-01-22 13:43:47.999998
2020-01-22 13:43:57.000000,Redirected,,SEO,1,12,0.0,0.0,0.0,13,13,12,0.0,2020-01-22 13:44:10.000000,2020-01-22 13:44:10.000000,2020-01-22 13:44:10.000000
2020-01-22 13:56:08.999998,Redirected,,SEO,1,15,0.0,0.0,0.0,16,16,15,0.0,2020-01-22 13:56:24.999998,2020-01-22 13:56:24.999998,2020-01-22 13:56:24.999998
2020-01-22 13:56:39.999998,Redirected,,SEO,0,12,0.0,0.0,0.0,12,12,12,0.0,2020-01-22 13:56:51.999998,2020-01-22 13:56:51.999998,2020-01-22 13:56:51.999998
2020-01-22 14:08:01.999997,Redirected,,SEO,0,11,0.0,0.0,0.0,11,11,11,0.0,2020-01-22 14:08:12.999997,2020-01-22 14:08:12.999997,2020-01-22 14:08:12.999997
2020-01-22 14:15:39.000001,Redirected,,SEO,1,10,0.0,0.0,0.0,11,11,10,0.0,2020-01-22 14:15:50.000001,2020-01-22 14:15:50.000001,2020-01-22 14:15:50.000001
2020-01-22 14:21:13.999999,Redirected,,PPC,0,21,0.0,0.0,0.0,21,21,21,0.0,2020-01-22 14:21:34.999999,2020-01-22 14:21:34.999999,2020-01-22 14:21:34.999999
2020-01-22 14:26:13.000004,Redirected,,SEO,0,8,0.0,0.0,0.0,8,8,8,0.0,2020-01-22 14:26:21.000004,2020-01-22 14:26:21.000004,2020-01-22 14:26:21.000004
2020-01-22 14:26:28.000003,Redirected,,SEO,1,9,0.0,0.0,0.0,10,10,9,0.0,2020-01-22 14:26:38.000003,2020-01-22 14:26:38.000003,2020-01-22 14:26:38.000003
2020-01-22 14:27:52.000001,Redirected,,SEO,0,16,0.0,0.0,0.0,16,16,16,0.0,2020-01-22 14:28:08.000001,2020-01-22 14:28:08.000001,2020-01-22 14:28:08.000001
2020-01-22 14:41:11.999996,Redirected,,SEO,0,15,0.0,0.0,0.0,15,15,15,0.0,2020-01-22 14:41:26.999996,2020-01-22 14:41:26.999996,2020-01-22 14:41:26.999996
2020-01-22 14:46:34.000000,Redirected,,SEO,1,15,0.0,0.0,0.0,16,16,15,0.0,2020-01-22 14:46:50.000000,2020-01-22 14:46:50.000000,2020-01-22 14:46:50.000000
2020-01-22 15:04:01.999997,Redirected,,SEO,0,15,0.0,0.0,0.0,15,15,15,0.0,2020-01-22 15:04:16.999997,2020-01-22 15:04:16.999997,2020-01-22 15:04:16.999997
2020-01-22 15:22:01.999998,Redirected,,SEO,1,16,0.0,0.0,0.0,17,17,16,0.0,2020-01-22 15:22:18.999998,2020-01-22 15:22:18.999998,2020-01-22 15:22:18.999998
2020-01-22 15:58:05.000004,Redirected,,PPC,0,9,0.0,0.0,0.0,9,9,9,0.0,2020-01-22 15:58:14.000004,2020-01-22 15:58:14.000004,2020-01-22 15:58:14.000004
2020-01-22 15:58:46.000001,Redirected,,SEO,1,17,0.0,0.0,0.0,18,18,17,0.0,2020-01-22 15:59:04.000001,2020-01-22 15:59:04.000001,2020-01-22 15:59:04.000001
2020-01-22 16:29:08.000004,Redirected,,SEO,0,12,0.0,0.0,0.0,12,12,12,0.0,2020-01-22 16:29:20.000004,2020-01-22 16:29:20.000004,2020-01-22 16:29:20.000004
2020-01-22 16:43:03.000000,Redirected,,SEO,0,16,0.0,0.0,0.0,16,16,16,0.0,2020-01-22 16:43:19.000000,2020-01-22 16:43:19.000000,2020-01-22 16:43:19.000000
2020-01-22 17:15:14.999999,Redirected,,SEO,0,10,0.0,0.0,0.0,10,10,10,0.0,2020-01-22 17:15:24.999999,2020-01-22 17:15:24.999999,2020-01-22 17:15:24.999999
2020-01-22 18:05:09.000001,Redirected,,SEO,1,14,0.0,0.0,0.0,15,15,14,0.0,2020-01-22 18:05:24.000001,2020-01-22 18:05:24.000001,2020-01-22 18:05:24.000001
2020-01-23 08:11:38.999999,Redirected,,SEO,0,18,0.0,0.0,0.0,18,18,18,0.0,2020-01-23 08:11:56.999999,2020-01-23 08:11:56.999999,2020-01-23 08:11:56.999999
2020-01-23 08:15:09.000003,Redirected,,SEO,1,17,0.0,0.0,0.0,18,18,17,0.0,2020-01-23 08:15:27.000003,2020-01-23 08:15:27.000003,2020-01-23 08:15:27.000003
2020-01-23 08:29:05.000001,Redirected,,PPC,1,13,0.0,0.0,0.0,14,14,13,0.0,2020-01-23 08:29:19.000001,2020-01-23 08:29:19.000001,2020-01-23 08:29:19.000001
2020-01-23 08:38:21.000002,Redirected,,SEO,1,18,0.0,0.0,0.0,19,19,18,0.0,2020-01-23 08:38:40.000002,2020-01-23 08:38:40.000002,2020-01-23 08:38:40.000002
2020-01-23 08:42:32.000003,Redirected,,PPC,0,18,0.0,0.0,0.0,18,18,18,0.0,2020-01-23 08:42:50.000003,2020-01-23 08:42:50.000003,2020-01-23 08:42:50.000003
2020-01-23 09:03:59.000000,Redirected,,SEO,1,20,0.0,0.0,0.0,21,21,20,0.0,2020-01-23 09:04:20.000000,2020-01-23 09:04:20.000000,2020-01-23 09:04:20.000000
2020-01-23 09:04:15.000001,Redirected,,SEO,0,15,0.0,0.0,0.0,15,15,15,0.0,2020-01-23 09:04:30.000001,2020-01-23 09:04:30.000001,2020-01-23 09:04:30.000001
2020-01-23 09:07:29.000004,Redirected,,SEO,0,14,0.0,0.0,0.0,14,14,14,0.0,2020-01-23 09:07:43.000004,2020-01-23 09:07:43.000004,2020-01-23 09:07:43.000004
2020-01-23 09:15:18.000000,Redirected,,SEO,0,15,0.0,0.0,0.0,15,15,15,0.0,2020-01-23 09:15:33.000000,2020-01-23 09:15:33.000000,2020-01-23 09:15:33.000000
2020-01-23 09:25:45.999999,Redirected,,SEO,0,9,0.0,0.0,0.0,9,9,9,0.0,2020-01-23 09:25:54.999999,2020-01-23 09:25:54.999999,2020-01-23 09:25:54.999999
2020-01-23 09:29:40.000004,Redirected,,SEO,1,16,0.0,0.0,0.0,17,17,16,0.0,2020-01-23 09:29:57.000004,2020-01-23 09:29:57.000004,2020-01-23 09:29:57.000004
2020-01-23 09:39:30.000004,Redirected,,SEO,0,17,0.0,0.0,0.0,17,17,17,0.0,2020-01-23 09:39:47.000004,2020-01-23 09:39:47.000004,2020-01-23 09:39:47.000004
2020-01-23 09:40:44.999999,Redirected,,SEO,1,9,0.0,0.0,0.0,10,10,9,0.0,2020-01-23 09:40:54.999999,2020-01-23 09:40:54.999999,2020-01-23 09:40:54.999999
2020-01-23 09:46:57.000003,Redirected,,SEO,0,16,0.0,0.0,0.0,16,16,16,0.0,2020-01-23 09:47:13.000003,2020-01-23 09:47:13.000003,2020-01-23 09:47:13.000003
2020-01-23 10:08:29.000002,Redirected,,PPC,1,16,0.0,0.0,0.0,17,17,16,0.0,2020-01-23 10:08:46.000002,2020-01-23 10:08:46.000002,2020-01-23 10:08:46.000002
2020-01-23 10:13:38.999997,Redirected,,SEO,0,13,0.0,0.0,0.0,13,13,13,0.0,2020-01-23 10:13:51.999997,2020-01-23 10:13:51.999997,2020-01-23 10:13:51.999997
2020-01-23 10:16:46.000001,Redirected,,SEO,0,9,0.0,0.0,0.0,9,9,9,0.0,2020-01-23 10:16:55.000001,2020-01-23 10:16:55.000001,2020-01-23 10:16:55.000001
2020-01-23 10:34:54.999995,Redirected,,SEO,0,16,0.0,0.0,0.0,16,16,16,0.0,2020-01-23 10:35:10.999995,2020-01-23 10:35:10.999995,2020-01-23 10:35:10.999995
2020-01-23 10:44:09.000001,Redirected,,SEO,1,10,0.0,0.0,0.0,11,11,10,0.0,2020-01-23 10:44:20.000001,2020-01-23 10:44:20.000001,2020-01-23 10:44:20.000001
2020-01-23 10:51:22.000003,Redirected,,SEO,0,9,0.0,0.0,0.0,9,9,9,0.0,2020-01-23 10:51:31.000003,2020-01-23 10:51:31.000003,2020-01-23 10:51:31.000003
2020-01-23 11:06:17.000003,Redirected,,SEO,1,9,0.0,0.0,0.0,10,10,9,0.0,2020-01-23 11:06:27.000003,2020-01-23 11:06:27.000003,2020-01-23 11:06:27.000003
2020-01-23 11:15:37.999999,Redirected,,SEO,0,16,0.0,0.0,0.0,16,16,16,0.0,2020-01-23 11:15:53.999999,2020-01-23 11:15:53.999999,2020-01-23 11:15:53.999999
2020-01-23 11:38:42.999999,Redirected,,SEO,1,18,0.0,0.0,0.0,19,19,18,0.0,2020-01-23 11:39:01.999999,2020-01-23 11:39:01.999999,2020-01-23 11:39:01.999999
2020-01-23 11:43:16.999999,Redirected,,SEO,1,16,0.0,0.0,0.0,17,17,16,0.0,2020-01-23 11:43:33.999999,2020-01-23 11:43:33.999999,2020-01-23 11:43:33.999999
2020-01-23 11:46:13.999999,Redirected,,PPC,1,11,0.0,0.0,0.0,12,12,11,0.0,2020-01-23 11:46:25.999999,2020-01-23 11:46:25.999999,2020-01-23 11:46:25.999999
2020-01-23 11:51:46.000000,Redirected,,SEO,1,10,0.0,0.0,0.0,11,11,10,0.0,2020-01-23 11:51:57.000000,2020-01-23 11:51:57.000000,2020-01-23 11:51:57.000000
2020-01-23 11:54:11.999998,Redirected,,SEO,1,7,0.0,0.0,0.0,8,8,7,0.0,2020-01-23 11:54:19.999998,2020-01-23 11:54:19.999998,2020-01-23 11:54:19.999998
2020-01-23 12:11:51.000003,Redirected,,SEO,0,10,0.0,0.0,0.0,10,10,10,0.0,2020-01-23 12:12:01.000003,2020-01-23 12:12:01.000003,2020-01-23 12:12:01.000003
2020-01-23 12:15:00.000003,Redirected,,SEO,0,19,0.0,0.0,0.0,19,19,19,0.0,2020-01-23 12:15:19.000003,2020-01-23 12:15:19.000003,2020-01-23 12:15:19.000003
2020-01-23 12:59:11.999999,Redirected,,SEO,0,12,0.0,0.0,0.0,12,12,12,0.0,2020-01-23 12:59:23.999999,2020-01-23 12:59:23.999999,2020-01-23 12:59:23.999999
2020-01-23 13:18:58.999997,Redirected,,SEO,0,11,0.0,0.0,0.0,11,11,11,0.0,2020-01-23 13:19:09.999997,2020-01-23 13:19:09.999997,2020-01-23 13:19:09.999997
2020-01-23 13:21:39.000001,Redirected,,SEO,0,11,0.0,0.0,0.0,11,11,11,0.0,2020-01-23 13:21:50.000001,2020-01-23 13:21:50.000001,2020-01-23 13:21:50.000001
2020-01-23 13:23:50.000001,Redirected,,SEO,0,13,0.0,0.0,0.0,13,13,13,0.0,2020-01-23 13:24:03.000001,2020-01-23 13:24:03.000001,2020-01-23 13:24:03.000001
2020-01-23 13:32:55.000003,Redirected,,SEO,0,16,0.0,0.0,0.0,16,16,16,0.0,2020-01-23 13:33:11.000003,2020-01-23 13:33:11.000003,2020-01-23 13:33:11.000003
2020-01-23 13:34:01.000004,Redirected,,PPC,0,14,0.0,0.0,0.0,14,14,14,0.0,2020-01-23 13:34:15.000004,2020-01-23 13:34:15.000004,2020-01-23 13:34:15.000004
2020-01-23 13:35:30.999998,Redirected,,SEO,0,13,0.0,0.0,0.0,13,13,13,0.0,2020-01-23 13:35:43.999998,2020-01-23 13:35:43.999998,2020-01-23 13:35:43.999998
2020-01-23 13:35:44.000002,Redirected,,SEO,1,14,0.0,0.0,0.0,15,15,14,0.0,2020-01-23 13:35:59.000002,2020-01-23 13:35:59.000002,2020-01-23 13:35:59.000002
2020-01-23 14:01:36.999998,Redirected,,SEO,0,16,0.0,0.0,0.0,16,16,16,0.0,2020-01-23 14:01:52.999998,2020-01-23 14:01:52.999998,2020-01-23 14:01:52.999998
2020-01-23 14:10:13.999999,Redirected,,SEO,1,13,0.0,0.0,0.0,14,14,13,0.0,2020-01-23 14:10:27.999999,2020-01-23 14:10:27.999999,2020-01-23 14:10:27.999999
2020-01-23 14:11:21.000002,Redirected,,SEO,0,12,0.0,0.0,0.0,12,12,12,0.0,2020-01-23 14:11:33.000002,2020-01-23 14:11:33.000002,2020-01-23 14:11:33.000002
2020-01-23 14:29:33.000003,Redirected,,SEO,0,11,0.0,0.0,0.0,11,11,11,0.0,2020-01-23 14:29:44.000003,2020-01-23 14:29:44.000003,2020-01-23 14:29:44.000003
2020-01-23 14:30:03.000001,Redirected,,SEO,1,14,0.0,0.0,0.0,15,15,14,0.0,2020-01-23 14:30:18.000001,2020-01-23 14:30:18.000001,2020-01-23 14:30:18.000001
2020-01-23 14:31:09.000002,Redirected,,SEO,0,13,0.0,0.0,0.0,13,13,13,0.0,2020-01-23 14:31:22.000002,2020-01-23 14:31:22.000002,2020-01-23 14:31:22.000002
2020-01-23 14:32:46.999997,Redirected,,SEO,0,14,0.0,0.0,0.0,14,14,14,0.0,2020-01-23 14:33:00.999997,2020-01-23 14:33:00.999997,2020-01-23 14:33:00.999997
2020-01-23 14:41:26.000002,Redirected,,PPC,0,16,0.0,0.0,0.0,16,16,16,0.0,2020-01-23 14:41:42.000002,2020-01-23 14:41:42.000002,2020-01-23 14:41:42.000002
2020-01-23 15:10:23.999998,Redirected,,PPC,0,21,0.0,0.0,0.0,21,21,21,0.0,2020-01-23 15:10:44.999998,2020-01-23 15:10:44.999998,2020-01-23 15:10:44.999998
2020-01-23 15:32:02.999996,Redirected,,SEO,0,13,0.0,0.0,0.0,13,13,13,0.0,2020-01-23 15:32:15.999996,2020-01-23 15:32:15.999996,2020-01-23 15:32:15.999996
2020-01-23 15:33:08.000003,Redirected,,SEO,1,18,0.0,0.0,0.0,19,19,18,0.0,2020-01-23 15:33:27.000003,2020-01-23 15:33:27.000003,2020-01-23 15:33:27.000003
2020-01-23 15:33:27.000003,Redirected,,SEO,1,10,0.0,0.0,0.0,11,11,10,0.0,2020-01-23 15:33:38.000003,2020-01-23 15:33:38.000003,2020-01-23 15:33:38.000003
2020-01-23 16:02:07.000002,Redirected,,SEO,0,13,0.0,0.0,0.0,13,13,13,0.0,2020-01-23 16:02:20.000002,2020-01-23 16:02:20.000002,2020-01-23 16:02:20.000002
2020-01-23 16:18:54.999997,Redirected,,SEO,1,15,0.0,0.0,0.0,16,16,15,0.0,2020-01-23 16:19:10.999997,2020-01-23 16:19:10.999997,2020-01-23 16:19:10.999997
2020-01-23 16:22:25.000001,Redirected,,SEO,1,13,0.0,0.0,0.0,14,14,13,0.0,2020-01-23 16:22:39.000001,2020-01-23 16:22:39.000001,2020-01-23 16:22:39.000001
2020-01-23 16:25:16.999997,Redirected,,SEO,0,19,0.0,0.0,0.0,19,19,19,0.0,2020-01-23 16:25:35.999997,2020-01-23 16:25:35.999997,2020-01-23 16:25:35.999997
2020-01-23 16:35:29.999996,Redirected,,SEO,0,14,0.0,0.0,0.0,14,14,14,0.0,2020-01-23 16:35:43.999996,2020-01-23 16:35:43.999996,2020-01-23 16:35:43.999996
2020-01-23 17:48:08.999997,Redirected,,PPC,1,12,0.0,0.0,0.0,13,13,12,0.0,2020-01-23 17:48:21.999997,2020-01-23 17:48:21.999997,2020-01-23 17:48:21.999997
2020-01-24 08:04:25.999997,Redirected,,SEO,1,9,0.0,0.0,0.0,10,10,9,0.0,2020-01-24 08:04:35.999997,2020-01-24 08:04:35.999997,2020-01-24 08:04:35.999997
2020-01-24 08:20:13.000002,Redirected,,SEO,1,13,0.0,0.0,0.0,14,14,13,0.0,2020-01-24 08:20:27.000002,2020-01-24 08:20:27.000002,2020-01-24 08:20:27.000002
2020-01-24 08:46:15.000001,Redirected,,SEO,0,14,0.0,0.0,0.0,14,14,14,0.0,2020-01-24 08:46:29.000001,2020-01-24 08:46:29.000001,2020-01-24 08:46:29.000001
2020-01-24 09:38:05.000004,Redirected,,PPC,1,18,0.0,0.0,0.0,19,19,18,0.0,2020-01-24 09:38:24.000004,2020-01-24 09:38:24.000004,2020-01-24 09:38:24.000004
2020-01-24 10:18:31.999997,Redirected,,PPC,0,11,0.0,0.0,0.0,11,11,11,0.0,2020-01-24 10:18:42.999997,2020-01-24 10:18:42.999997,2020-01-24 10:18:42.999997
2020-01-24 10:51:23.999999,Redirected,,SEO,0,10,0.0,0.0,0.0,10,10,10,0.0,2020-01-24 10:51:33.999999,2020-01-24 10:51:33.999999,2020-01-24 10:51:33.999999
2020-01-24 10:56:30.000002,Redirected,,PPC,1,17,0.0,0.0,0.0,18,18,17,0.0,2020-01-24 10:56:48.000002,2020-01-24 10:56:48.000002,2020-01-24 10:56:48.000002
2020-01-24 10:59:48.999998,Redirected,,SEO,0,18,0.0,0.0,0.0,18,18,18,0.0,2020-01-24 11:00:06.999998,2020-01-24 11:00:06.999998,2020-01-24 11:00:06.999998
2020-01-24 11:16:25.000000,Redirected,,SEO,0,14,0.0,0.0,0.0,14,14,14,0.0,2020-01-24 11:16:39.000000,2020-01-24 11:16:39.000000,2020-01-24 11:16:39.000000
2020-01-24 11:17:42.000000,Redirected,,SEO,1,8,0.0,0.0,0.0,9,9,8,0.0,2020-01-24 11:17:51.000000,2020-01-24 11:17:51.000000,2020-01-24 11:17:51.000000
2020-01-24 11:26:20.000002,Redirected,,SEO,0,17,0.0,0.0,0.0,17,17,17,0.0,2020-01-24 11:26:37.000002,2020-01-24 11:26:37.000002,2020-01-24 11:26:37.000002
2020-01-24 11:27:49.000003,Redirected,,SEO,0,14,0.0,0.0,0.0,14,14,14,0.0,2020-01-24 11:28:03.000003,2020-01-24 11:28:03.000003,2020-01-24 11:28:03.000003
2020-01-24 11:27:56.000002,Redirected,,SEO,0,17,0.0,0.0,0.0,17,17,17,0.0,2020-01-24 11:28:13.000002,2020-01-24 11:28:13.000002,2020-01-24 11:28:13.000002
2020-01-24 11:56:26.999998,Redirected,,SEO,0,21,0.0,0.0,0.0,21,21,21,0.0,2020-01-24 11:56:47.999998,2020-01-24 11:56:47.999998,2020-01-24 11:56:47.999998
2020-01-24 12:02:56.999999,Redirected,,SEO,1,16,0.0,0.0,0.0,17,17,16,0.0,2020-01-24 12:03:13.999999,2020-01-24 12:03:13.999999,2020-01-24 12:03:13.999999
2020-01-24 12:15:57.000001,Redirected,,SEO,0,4,0.0,0.0,0.0,4,4,4,0.0,2020-01-24 12:16:01.000001,2020-01-24 12:16:01.000001,2020-01-24 12:16:01.000001
2020-01-24 12:27:17.999997,Redirected,,PPC,0,17,0.0,0.0,0.0,17,17,17,0.0,2020-01-24 12:27:34.999997,2020-01-24 12:27:34.999997,2020-01-24 12:27:34.999997
2020-01-24 12:29:15.000000,Redirected,,SEO,0,9,0.0,0.0,0.0,9,9,9,0.0,2020-01-24 12:29:24.000000,2020-01-24 12:29:24.000000,2020-01-24 12:29:24.000000
2020-01-24 12:43:06.000004,Redirected,,PPC,0,12,0.0,0.0,0.0,12,12,12,0.0,2020-01-24 12:43:18.000004,2020-01-24 12:43:18.000004,2020-01-24 12:43:18.000004
2020-01-24 13:05:11.000000,Redirected,,SEO,0,16,0.0,0.0,0.0,16,16,16,0.0,2020-01-24 13:05:27.000000,2020-01-24 13:05:27.000000,2020-01-24 13:05:27.000000
