date,year,week,year_week,month,year_month,day,weekday,weekday_name,hour,n_calls_in_week,share_calls,est_n_calls,best_n_servers
2021-07-28,2021,30,2021 W30,7,2021 M 7,28,2,Wed,5,15112.830124568613,3.257923269391159e-06,0.049236440929187775,0
2021-08-04,2021,31,2021 W31,8,2021 M 8,4,2,Wed,5,15081.070712419678,3.257923269391159e-06,0.04913297120132557,0
2021-08-11,2021,32,2021 W32,8,2021 M 8,11,2,Wed,5,14997.014765935355,3.257923269391159e-06,0.048859123377343605,0
2021-08-18,2021,33,2021 W33,8,2021 M 8,18,2,Wed,5,14860.023602433455,3.257923269391159e-06,0.04841281667806979,0
2021-08-25,2021,34,2021 W34,8,2021 M 8,25,2,Wed,5,14669.939216541028,3.257923269391159e-06,0.04779353633412293,0
2021-09-01,2021,35,2021 W35,9,2021 M 9,1,2,Wed,5,14427.117812368251,3.257923269391159e-06,0.0470024428311622,0
2021-09-08,2021,36,2021 W36,9,2021 M 9,8,2,Wed,5,14132.463335682305,3.257923269391159e-06,0.04604248115513678,0
2021-09-15,2021,37,2021 W37,9,2021 M 9,15,2,Wed,5,13787.461006081203,3.257923269391159e-06,0.044918490037535196,0
2021-09-22,2021,38,2021 W38,9,2021 M 9,22,2,Wed,5,13394.2108491677,3.257923269391159e-06,0.04363731120063497,0
2021-09-29,2021,39,2021 W39,9,2021 M 9,29,2,Wed,5,12955.461228723118,3.257923269391159e-06,0.04220789860275202,0
2021-10-06,2021,40,2021 W40,10,2021 M10,6,2,Wed,5,12474.64237888123,3.257923269391159e-06,0.040641427683490244,0
2021-10-13,2021,41,2021 W41,10,2021 M10,13,2,Wed,5,11955.899936302148,3.257923269391159e-06,0.03895140460899105,0
2021-10-20,2021,42,2021 W42,10,2021 M10,20,2,Wed,5,11404.128472346118,3.257923269391159e-06,0.03715377551718267,0
2021-10-27,2021,43,2021 W43,10,2021 M10,27,2,Wed,5,10825.005025247476,3.257923269391159e-06,0.03526703576302998,0
2021-11-03,2021,44,2021 W44,11,2021 M11,3,2,Wed,5,10225.022632288443,3.257923269391159e-06,0.03331233916378376,0
2021-11-10,2021,45,2021 W45,11,2021 M11,10,2,Wed,5,9611.52386197302,3.257923269391159e-06,0.03131360724423028,0
2021-11-17,2021,46,2021 W46,11,2021 M11,17,2,Wed,5,8992.734346200836,3.257923269391159e-06,0.029297638481940794,0
2021-11-24,2021,47,2021 W47,11,2021 M11,24,2,Wed,5,8377.796312441054,3.257923269391159e-06,0.027294217552521156,0
2021-12-01,2021,48,2021 W48,12,2021 M12,1,2,Wed,5,7776.802115906185,3.257923269391159e-06,0.02533622457486116,0
2021-12-08,2021,49,2021 W49,12,2021 M12,8,2,Wed,5,7200.827771725955,3.257923269391159e-06,0.02345974435638408,0
2021-12-15,2021,50,2021 W50,12,2021 M12,15,2,Wed,5,6661.966487121259,3.257923269391159e-06,0.02170417563829643,0
2021-12-22,2021,51,2021 W51,12,2021 M12,22,2,Wed,5,6173.36219357787,3.257923269391159e-06,0.020112340340836993,0
2021-12-29,2021,52,2021 W52,12,2021 M12,29,2,Wed,5,5749.243079020458,3.257923269391159e-06,0.018730592808526826,0
2021-03-31,2021,13,2021 W13,3,2021 M 3,31,2,Wed,6,9916.789254223993,3.0950271059216014e-05,0.30692731545535323,0
2021-04-07,2021,14,2021 W14,4,2021 M 4,7,2,Wed,6,10373.039545103224,3.0950271059216014e-05,0.3210483856289115,0
2021-04-14,2021,15,2021 W15,4,2021 M 4,14,2,Wed,6,10828.901859085996,3.0950271059216014e-05,0.3351574478123598,0
2021-04-21,2021,16,2021 W16,4,2021 M 4,21,2,Wed,6,11280.696421834047,3.0950271059216014e-05,0.34914061199249197,0
2021-04-28,2021,17,2021 W17,4,2021 M 4,28,2,Wed,6,11724.654089362664,3.0950271059216014e-05,0.36288122214131996,0
2021-05-05,2021,18,2021 W18,5,2021 M 5,5,2,Wed,6,12156.94988021456,3.0950271059216014e-05,0.3762608940459443,0
2021-05-12,2021,19,2021 W19,5,2021 M 5,12,2,Wed,6,12573.736507633728,3.0950271059216014e-05,0.389160553138424,0
2021-05-19,2021,20,2021 W20,5,2021 M 5,19,2,Wed,6,12971.17791173931,3.0950271059216014e-05,0.4014614723256472,0
2021-05-26,2021,21,2021 W21,5,2021 M 5,26,2,Wed,6,13345.482791699462,3.0950271059216014e-05,0.4130463098192012,0
2021-06-02,2021,22,2021 W22,6,2021 M 6,2,2,Wed,6,13692.938137905221,3.0950271059216014e-05,0.42380014696524315,0
2021-06-09,2021,23,2021 W23,6,2021 M 6,9,2,Wed,6,14009.942764144365,3.0950271059216014e-05,0.43361152607437015,0
2021-06-16,2021,24,2021 W24,6,2021 M 6,16,2,Wed,6,14293.040839775287,3.0950271059216014e-05,0.44237348825148964,0
2021-06-23,2021,25,2021 W25,6,2021 M 6,23,2,Wed,6,14538.955421900844,3.0950271059216014e-05,0.44998461122568945,0
2021-06-30,2021,26,2021 W26,6,2021 M 6,30,2,Wed,6,14744.621987542245,3.0950271059216014e-05,0.45635004718010885,0
2021-07-07,2021,27,2021 W27,7,2021 M 7,7,2,Wed,6,14907.221965812892,3.0950271059216014e-05,0.46138256058180804,0
2021-07-14,2021,28,2021 W28,7,2021 M 7,14,2,Wed,6,15024.21627009226,3.0950271059216014e-05,0.46500356601163884,0
2021-07-21,2021,29,2021 W29,7,2021 M 7,21,2,Wed,6,15093.378830199763,3.0950271059216014e-05,0.4671441659941154,0
2021-07-28,2021,30,2021 W30,7,2021 M 7,28,2,Wed,6,15112.830124568613,3.0950271059216014e-05,0.46774618882728386,0
2021-08-04,2021,31,2021 W31,8,2021 M 8,4,2,Wed,6,15081.070712419678,3.0950271059216014e-05,0.466763226412593,0
2021-08-11,2021,32,2021 W32,8,2021 M 8,11,2,Wed,6,14997.014765935355,3.0950271059216014e-05,0.4641616720847642,0
2021-08-18,2021,33,2021 W33,8,2021 M 8,18,2,Wed,6,14860.023602433455,3.0950271059216014e-05,0.45992175844166305,0
2021-08-25,2021,34,2021 W34,8,2021 M 8,25,2,Wed,6,14669.939216541028,3.0950271059216014e-05,0.45403859517416784,0
2021-09-01,2021,35,2021 W35,9,2021 M 9,1,2,Wed,6,14427.117812368251,3.0950271059216014e-05,0.4465232068960409,0
2021-09-08,2021,36,2021 W36,9,2021 M 9,8,2,Wed,6,14132.463335682305,3.0950271059216014e-05,0.43740357097379945,0
2021-09-15,2021,37,2021 W37,9,2021 M 9,15,2,Wed,6,13787.461006081203,3.0950271059216014e-05,0.42672565535658435,0
2021-09-22,2021,38,2021 W38,9,2021 M 9,22,2,Wed,6,13394.2108491677,3.0950271059216014e-05,0.4145544564060322,0
2021-09-29,2021,39,2021 W39,9,2021 M 9,29,2,Wed,6,12955.461228723118,3.0950271059216014e-05,0.40097503672614426,0
2021-10-06,2021,40,2021 W40,10,2021 M10,6,2,Wed,6,12474.64237888123,3.0950271059216014e-05,0.38609356299315734,0
2021-10-13,2021,41,2021 W41,10,2021 M10,13,2,Wed,6,11955.899936302148,3.0950271059216014e-05,0.37003834378541495,0
2021-10-20,2021,42,2021 W42,10,2021 M10,20,2,Wed,6,11404.128472346118,3.0950271059216014e-05,0.3529608674132354,0
2021-10-27,2021,43,2021 W43,10,2021 M10,27,2,Wed,6,10825.005025247476,3.0950271059216014e-05,0.33503683974878484,0
2021-11-03,2021,44,2021 W44,11,2021 M11,3,2,Wed,6,10225.022632288443,3.0950271059216014e-05,0.31646722205594574,0
2021-11-10,2021,45,2021 W45,11,2021 M11,10,2,Wed,6,9611.52386197302,3.0950271059216014e-05,0.2974792688201877,0
2021-11-17,2021,46,2021 W46,11,2021 M11,17,2,Wed,6,8992.734346200836,3.0950271059216014e-05,0.2783275655784376,0
2021-11-24,2021,47,2021 W47,11,2021 M11,24,2,Wed,6,8377.796312441054,3.0950271059216014e-05,0.25929506674895103,0
2021-12-01,2021,48,2021 W48,12,2021 M12,1,2,Wed,6,7776.802115906185,3.0950271059216014e-05,0.24069413346118104,0
2021-12-08,2021,49,2021 W49,12,2021 M12,8,2,Wed,6,7200.827771725955,3.0950271059216014e-05,0.22286757138564878,0
2021-12-15,2021,50,2021 W50,12,2021 M12,15,2,Wed,6,6661.966487121259,3.0950271059216014e-05,0.20618966856381607,0
2021-12-22,2021,51,2021 W51,12,2021 M12,22,2,Wed,6,6173.36219357787,3.0950271059216014e-05,0.19106723323795144,0
2021-12-29,2021,52,2021 W52,12,2021 M12,29,2,Wed,6,5749.243079020458,3.0950271059216014e-05,0.17794063168100485,0
2021-03-31,2021,13,2021 W13,3,2021 M 3,31,2,Wed,7,9916.789254223993,0.0011842551084236864,11.744008333475884,0
2021-04-07,2021,14,2021 W14,4,2021 M 4,7,2,Wed,7,10373.039545103224,0.0011842551084236864,12.284325071169405,0
2021-04-14,2021,15,2021 W15,4,2021 M 4,14,2,Wed,7,10828.901859085996,0.0011842551084236864,12.824182345241345,0
2021-04-21,2021,16,2021 W16,4,2021 M 4,21,2,Wed,7,11280.696421834047,0.0011842551084236864,13.359222364133771,0
2021-04-28,2021,17,2021 W17,4,2021 M 4,28,2,Wed,7,11724.654089362664,0.0011842551084236864,13.8849814998284,0
2021-05-05,2021,18,2021 W18,5,2021 M 5,5,2,Wed,7,12156.94988021456,0.0011842551084236864,14.396929998494816,0
2021-05-12,2021,19,2021 W19,5,2021 M 5,12,2,Wed,7,12573.736507633728,0.0011842551084236864,14.890511691138645,0
2021-05-19,2021,20,2021 W20,5,2021 M 5,19,2,Wed,7,12971.17791173931,0.0011842551084236864,15.361183704249763,0
2021-05-26,2021,21,2021 W21,5,2021 M 5,26,2,Wed,7,13345.482791699462,0.0011842551084236864,15.804456170450488,0
2021-06-02,2021,22,2021 W22,6,2021 M 6,2,2,Wed,7,13692.938137905221,0.0011842551084236864,16.21593193914378,0
2021-06-09,2021,23,2021 W23,6,2021 M 6,9,2,Wed,7,14009.942764144365,0.0011842551084236864,16.591346287161425,0
2021-06-16,2021,24,2021 W24,6,2021 M 6,16,2,Wed,7,14293.040839775287,0.0011842551084236864,16.926606629412262,0
2021-06-23,2021,25,2021 W25,6,2021 M 6,23,2,Wed,7,14538.955421900844,0.0011842551084236864,17.217832229530327,0
2021-06-30,2021,26,2021 W26,6,2021 M 6,30,2,Wed,7,14744.621987542245,0.0011842551084236864,17.46139391052311,0
2021-07-07,2021,27,2021 W27,7,2021 M 7,7,2,Wed,7,14907.221965812892,0.0011842551084236864,17.653953765419708,0
2021-07-14,2021,28,2021 W28,7,2021 M 7,14,2,Wed,7,15024.21627009226,0.0011842551084236864,17.79250486791902,0
2021-07-21,2021,29,2021 W29,7,2021 M 7,21,2,Wed,7,15093.378830199763,0.0011842551084236864,17.874410983037993,0
2021-07-28,2021,30,2021 W30,7,2021 M 7,28,2,Wed,7,15112.830124568613,0.0011842551084236864,17.897446277759755,0
2021-08-04,2021,31,2021 W31,8,2021 M 8,4,2,Wed,7,15081.070712419678,0.0011842551084236864,17.859835031681847,0
2021-08-11,2021,32,2021 W32,8,2021 M 8,11,2,Wed,7,14997.014765935355,0.0011842551084236864,17.7602913476644,0
2021-08-18,2021,33,2021 W33,8,2021 M 8,18,2,Wed,7,14860.023602433455,0.0011842551084236864,17.59805886247837,0
2021-08-25,2021,34,2021 W34,8,2021 M 8,25,2,Wed,7,14669.939216541028,0.0011842551084236864,17.372950457453683,0
2021-09-01,2021,35,2021 W35,9,2021 M 9,1,2,Wed,7,14427.117812368251,0.0011842551084236864,17.08538796912746,0
2021-09-08,2021,36,2021 W36,9,2021 M 9,8,2,Wed,7,14132.463335682305,0.0011842551084236864,16.73644189989222,0
2021-09-15,2021,37,2021 W37,9,2021 M 9,15,2,Wed,7,13787.461006081203,0.0011842551084236864,16.327871128644045,0
2021-09-22,2021,38,2021 W38,9,2021 M 9,22,2,Wed,7,13394.2108491677,0.0011842551084236864,15.862162621430812,0
2021-09-29,2021,39,2021 W39,9,2021 M 9,29,2,Wed,7,12955.461228723118,0.0011842551084236864,15.342571142100361,0
2021-10-06,2021,40,2021 W40,10,2021 M10,6,2,Wed,7,12474.64237888123,0.0011842551084236864,14.773158962948704,0
2021-10-13,2021,41,2021 W41,10,2021 M10,13,2,Wed,7,11955.899936302148,0.0011842551084236864,14.158835575368247,0
2021-10-20,2021,42,2021 W42,10,2021 M10,20,2,Wed,7,11404.128472346118,0.0011842551084236864,13.505397400495902,0
2021-10-27,2021,43,2021 W43,10,2021 M10,27,2,Wed,7,10825.005025247476,0.0011842551084236864,12.8195674998614,0
2021-11-03,2021,44,2021 W44,11,2021 M11,3,2,Wed,7,10225.022632288443,0.0011842551084236864,12.109035286035397,0
2021-11-10,2021,45,2021 W45,11,2021 M11,10,2,Wed,7,9611.52386197302,0.0011842551084236864,11.38249623327771,0
2021-11-17,2021,46,2021 W46,11,2021 M11,17,2,Wed,7,8992.734346200836,0.0011842551084236864,10.64969158818548,0
2021-11-24,2021,47,2021 W47,11,2021 M11,24,2,Wed,7,8377.796312441054,0.0011842551084236864,9.921448080341442,0
2021-12-01,2021,48,2021 W48,12,2021 M12,1,2,Wed,7,7776.802115906185,0.0011842551084236864,9.209717632962032,0
2021-12-08,2021,49,2021 W49,12,2021 M12,8,2,Wed,7,7200.827771725955,0.0011842551084236864,8.527617073545613,0
2021-12-15,2021,50,2021 W50,12,2021 M12,15,2,Wed,7,6661.966487121259,0.0011842551084236864,7.889467844520752,0
2021-12-22,2021,51,2021 W51,12,2021 M12,22,2,Wed,7,6173.36219357787,0.0011842551084236864,7.310835713894247,0
2021-12-29,2021,52,2021 W52,12,2021 M12,29,2,Wed,7,5749.243079020458,0.0011842551084236864,6.8085704858995015,0
2021-03-31,2021,13,2021 W13,3,2021 M 3,31,2,Wed,8,9916.789254223993,0.00837286280233528,83.0319158652903,13
2021-04-07,2021,14,2021 W14,4,2021 M 4,7,2,Wed,8,10373.039545103224,0.00837286280233528,86.85203695434765,13
2021-04-14,2021,15,2021 W15,4,2021 M 4,14,2,Wed,8,10828.901859085996,0.00837286280233528,90.66890956608049,13
2021-04-21,2021,16,2021 W16,4,2021 M 4,21,2,Wed,8,11280.696421834047,0.00837286280233528,94.45172345481099,14
2021-04-28,2021,17,2021 W17,4,2021 M 4,28,2,Wed,8,11724.654089362664,0.00837286280233528,98.16892009507288,15
2021-05-05,2021,18,2021 W18,5,2021 M 5,5,2,Wed,8,12156.94988021456,0.00837286280233528,101.78847344190284,16
2021-05-12,2021,19,2021 W19,5,2021 M 5,12,2,Wed,8,12573.736507633728,0.00837286280233528,105.27817069113155,16
2021-05-19,2021,20,2021 W20,5,2021 M 5,19,2,Wed,8,12971.17791173931,0.00837286280233528,108.6058930396751,17
2021-05-26,2021,21,2021 W21,5,2021 M 5,26,2,Wed,8,13345.482791699462,0.00837286280233528,111.739896445826,17
2021-06-02,2021,22,2021 W22,6,2021 M 6,2,2,Wed,8,13692.938137905221,0.00837286280233528,114.64909238954473,18
2021-06-09,2021,23,2021 W23,6,2021 M 6,9,2,Wed,8,14009.942764144365,0.00837286280233528,117.30332863275066,18
2021-06-16,2021,24,2021 W24,6,2021 M 6,16,2,Wed,8,14293.040839775287,0.00837286280233528,119.6736699796135,18
2021-06-23,2021,25,2021 W25,6,2021 M 6,23,2,Wed,8,14538.955421900844,0.00837286280233528,121.73267903684442,18
2021-06-30,2021,26,2021 W26,6,2021 M 6,30,2,Wed,8,14744.621987542245,0.00837286280233528,123.45469697398734,19
2021-07-07,2021,27,2021 W27,7,2021 M 7,7,2,Wed,8,14907.221965812892,0.00837286280233528,124.81612428371017,19
2021-07-14,2021,28,2021 W28,7,2021 M 7,14,2,Wed,8,15024.21627009226,0.00837286280233528,125.79570154209598,19
2021-07-21,2021,29,2021 W29,7,2021 M 7,21,2,Wed,8,15093.378830199763,0.00837286280233528,126.37479016893437,19
2021-07-28,2021,30,2021 W30,7,2021 M 7,28,2,Wed,8,15112.830124568613,0.00837286280233528,126.53765318801258,19
2021-08-04,2021,31,2021 W31,8,2021 M 8,4,2,Wed,8,15081.070712419678,0.00837286280233528,126.27173598740674,19
2021-08-11,2021,32,2021 W32,8,2021 M 8,11,2,Wed,8,14997.014765935355,0.00837286280233528,125.56794707977306,19
2021-08-18,2021,33,2021 W33,8,2021 M 8,18,2,Wed,8,14860.023602433455,0.00837286280233528,124.42093886263937,19
2021-08-25,2021,34,2021 W34,8,2021 M 8,25,2,Wed,8,14669.939216541028,0.00837286280233528,122.82938837869594,19
2021-09-01,2021,35,2021 W35,9,2021 M 9,1,2,Wed,8,14427.117812368251,0.00837286280233528,120.79627807608686,18
2021-09-08,2021,36,2021 W36,9,2021 M 9,8,2,Wed,8,14132.463335682305,0.00837286280233528,118.32917656870154,18
2021-09-15,2021,37,2021 W37,9,2021 M 9,15,2,Wed,8,13787.461006081203,0.00837286280233528,115.44051939646546,18
2021-09-22,2021,38,2021 W38,9,2021 M 9,22,2,Wed,8,13394.2108491677,0.00837286280233528,112.14788978563189,17
2021-09-29,2021,39,2021 W39,9,2021 M 9,29,2,Wed,8,12955.461228723118,0.00837286280233528,108.47429940907271,17
2021-10-06,2021,40,2021 W40,10,2021 M10,6,2,Wed,8,12474.64237888123,0.00837286280233528,104.44846914656993,16
2021-10-13,2021,41,2021 W41,10,2021 M10,13,2,Wed,8,11955.899936302148,0.00837286280233528,100.105109845107,15
2021-10-20,2021,42,2021 W42,10,2021 M10,20,2,Wed,8,11404.128472346118,0.00837286280233528,95.48520307915946,14
2021-10-27,2021,43,2021 W43,10,2021 M10,27,2,Wed,8,10825.005025247476,0.00837286280233528,90.63628191098707,13
2021-11-03,2021,44,2021 W44,11,2021 M11,3,2,Wed,8,10225.022632288443,0.00837286280233528,85.61271165092427,13
2021-11-10,2021,45,2021 W45,11,2021 M11,10,2,Wed,8,9611.52386197302,0.00837286280233528,80.47597061767183,12
2021-11-17,2021,46,2021 W46,11,2021 M11,17,2,Wed,8,8992.734346200836,0.00837286280233528,75.29493089858785,12
2021-11-24,2021,47,2021 W47,11,2021 M11,24,2,Wed,8,8377.796312441054,0.00837286280233528,70.14613910997939,12
2021-12-01,2021,48,2021 W48,12,2021 M12,1,2,Wed,8,7776.802115906185,0.00837286280233528,65.11409715739319,12
2021-12-08,2021,49,2021 W49,12,2021 M12,8,2,Wed,8,7200.827771725955,0.00837286280233528,60.29154299590709,0
2021-12-15,2021,50,2021 W50,12,2021 M12,15,2,Wed,8,6661.966487121259,0.00837286280233528,55.77973139042182,0
2021-12-22,2021,51,2021 W51,12,2021 M12,22,2,Wed,8,6173.36219357787,0.00837286280233528,51.688714675951076,0
2021-12-29,2021,52,2021 W52,12,2021 M12,29,2,Wed,8,5749.243079020458,0.00837286280233528,48.137623517913944,0
2021-03-31,2021,13,2021 W13,3,2021 M 3,31,2,Wed,9,9916.789254223993,0.014157305567139282,140.39501571697235,20
2021-04-07,2021,14,2021 W14,4,2021 M 4,7,2,Wed,9,10373.039545103224,0.014157305567139282,146.8542905000458,21
2021-04-14,2021,15,2021 W15,4,2021 M 4,14,2,Wed,9,10828.901859085996,0.014157305567139282,153.30807257564308,22
2021-04-21,2021,16,2021 W16,4,2021 M 4,21,2,Wed,9,11280.696421834047,0.014157305567139282,159.70426625403934,22
2021-04-28,2021,17,2021 W17,4,2021 M 4,28,2,Wed,9,11724.654089362664,0.014157305567139282,165.9895106121164,23
2021-05-05,2021,18,2021 W18,5,2021 M 5,5,2,Wed,9,12156.94988021456,0.014157305567139282,172.10965421859484,23
2021-05-12,2021,19,2021 W19,5,2021 M 5,12,2,Wed,9,12573.736507633728,0.014157305567139282,178.01022985926542,24
2021-05-19,2021,20,2021 W20,5,2021 M 5,19,2,Wed,9,12971.17791173931,0.014157305567139282,183.63692926222103,24
2021-05-26,2021,21,2021 W21,5,2021 M 5,26,2,Wed,9,13345.482791699462,0.014157305567139282,188.93607782308828,25
2021-06-02,2021,22,2021 W22,6,2021 M 6,2,2,Wed,9,13692.938137905221,0.014157305567139282,193.85510933025938,25
2021-06-09,2021,23,2021 W23,6,2021 M 6,9,2,Wed,9,14009.942764144365,0.014157305567139282,198.34304069012373,26
2021-06-16,2021,24,2021 W24,6,2021 M 6,16,2,Wed,9,14293.040839775287,0.014157305567139282,202.3509466522998,26
2021-06-23,2021,25,2021 W25,6,2021 M 6,23,2,Wed,9,14538.955421900844,0.014157305567139282,205.83243453486668,27
2021-06-30,2021,26,2021 W26,6,2021 M 6,30,2,Wed,9,14744.621987542245,0.014157305567139282,208.7441189495961,27
2021-07-07,2021,27,2021 W27,7,2021 M 7,7,2,Wed,9,14907.221965812892,0.014157305567139282,211.04609652718386,27
2021-07-14,2021,28,2021 W28,7,2021 M 7,14,2,Wed,9,15024.21627009226,0.014157305567139282,212.70242064248174,27
2021-07-21,2021,29,2021 W29,7,2021 M 7,21,2,Wed,9,15093.378830199763,0.014157305567139282,213.6815761397293,27
2021-07-28,2021,30,2021 W30,7,2021 M 7,28,2,Wed,9,15112.830124568613,0.014157305567139282,213.95695405778545,27
2021-08-04,2021,31,2021 W31,8,2021 M 8,4,2,Wed,9,15081.070712419678,0.014157305567139282,213.50732635536028,27
2021-08-11,2021,32,2021 W32,8,2021 M 8,11,2,Wed,9,14997.014765935355,0.014157305567139282,212.31732063624662,27
2021-08-18,2021,33,2021 W33,8,2021 M 8,18,2,Wed,9,14860.023602433455,0.014157305567139282,210.37789487455228,27
2021-08-25,2021,34,2021 W34,8,2021 M 8,25,2,Wed,9,14669.939216541028,0.014157305567139282,207.68681213993116,27
2021-09-01,2021,35,2021 W35,9,2021 M 9,1,2,Wed,9,14427.117812368251,0.014157305567139282,204.24911532281533,26
2021-09-08,2021,36,2021 W36,9,2021 M 9,8,2,Wed,9,14132.463335682305,0.014157305567139282,200.07760185964688,26
2021-09-15,2021,37,2021 W37,9,2021 M 9,15,2,Wed,9,13787.461006081203,0.014157305567139282,195.19329845810918,26
2021-09-22,2021,38,2021 W38,9,2021 M 9,22,2,Wed,9,13394.2108491677,0.014157305567139282,189.62593582235925,25
2021-09-29,2021,39,2021 W39,9,2021 M 9,29,2,Wed,9,12955.461228723118,0.014157305567139282,183.4144233782589,24
2021-10-06,2021,40,2021 W40,10,2021 M10,6,2,Wed,9,12474.64237888123,0.014157305567139282,176.60732399860686,24
2021-10-13,2021,41,2021 W41,10,2021 M10,13,2,Wed,9,11955.899936302148,0.014157305567139282,169.2633287283706,23
2021-10-20,2021,42,2021 W42,10,2021 M10,20,2,Wed,9,11404.128472346118,0.014157305567139282,161.4517315099173,23
2021-10-27,2021,43,2021 W43,10,2021 M10,27,2,Wed,9,10825.005025247476,0.014157305567139282,153.2529039082468,22
2021-11-03,2021,44,2021 W44,11,2021 M11,3,2,Wed,9,10225.022632288443,0.014157305567139282,144.7587698362223,21
2021-11-10,2021,45,2021 W45,11,2021 M11,10,2,Wed,9,9611.52386197302,0.014157305567139282,136.0732802798027,20
2021-11-17,2021,46,2021 W46,11,2021 M11,17,2,Wed,9,8992.734346200836,0.014157305567139282,127.31288802327373,19
2021-11-24,2021,47,2021 W47,11,2021 M11,24,2,Wed,9,8377.796312441054,0.014157305567139282,118.60702237448069,18
2021-12-01,2021,48,2021 W48,12,2021 M12,1,2,Wed,9,7776.802115906185,0.014157305567139282,110.09856389005917,17
2021-12-08,2021,49,2021 W49,12,2021 M12,8,2,Wed,9,7200.827771725955,0.014157305567139282,101.94431910066702,16
2021-12-15,2021,50,2021 W50,12,2021 M12,15,2,Wed,9,6661.966487121259,0.014157305567139282,94.31549523621713,14
2021-12-22,2021,51,2021 W51,12,2021 M12,22,2,Wed,9,6173.36219357787,0.014157305567139282,87.39817495110715,13
2021-12-29,2021,52,2021 W52,12,2021 M12,29,2,Wed,9,5749.243079020458,0.014157305567139282,81.39379104945331,12
2021-03-31,2021,13,2021 W13,3,2021 M 3,31,2,Wed,10,9916.789254223993,0.017877853940783988,177.29090984855273,24
2021-04-07,2021,14,2021 W14,4,2021 M 4,7,2,Wed,10,10373.039545103224,0.017877853940783988,185.44768590933182,25
2021-04-14,2021,15,2021 W15,4,2021 M 4,14,2,Wed,10,10828.901859085996,0.017877853940783988,193.59752577582364,25
2021-04-21,2021,16,2021 W16,4,2021 M 4,21,2,Wed,10,11280.696421834047,0.017877853940783988,201.67464297987365,26
2021-04-28,2021,17,2021 W17,4,2021 M 4,28,2,Wed,10,11724.654089362664,0.017877853940783988,209.6116533158414,27
2021-05-05,2021,18,2021 W18,5,2021 M 5,5,2,Wed,10,12156.94988021456,0.017877853940783988,217.34017432390732,27
2021-05-12,2021,19,2021 W19,5,2021 M 5,12,2,Wed,10,12573.736507633728,0.017877853940783988,224.79142477337913,29
2021-05-19,2021,20,2021 W20,5,2021 M 5,19,2,Wed,10,12971.17791173931,0.017877853940783988,231.89682414599886,29
2021-05-26,2021,21,2021 W21,5,2021 M 5,26,2,Wed,10,13345.482791699462,0.017877853940783988,238.5885921192491,31
2021-06-02,2021,22,2021 W22,6,2021 M 6,2,2,Wed,10,13692.938137905221,0.017877853940783988,244.80034804966022,31
2021-06-09,2021,23,2021 W23,6,2021 M 6,9,2,Wed,10,14009.942764144365,0.017877853940783988,250.46771045611646,33
2021-06-16,2021,24,2021 W24,6,2021 M 6,16,2,Wed,10,14293.040839775287,0.017877853940783988,255.5288965031631,33
2021-06-23,2021,25,2021 W25,6,2021 M 6,23,2,Wed,10,14538.955421900844,0.017877853940783988,259.92532148431275,33
2021-06-30,2021,26,2021 W26,6,2021 M 6,30,2,Wed,10,14744.621987542245,0.017877853940783988,263.6021983053524,33
2021-07-07,2021,27,2021 W27,7,2021 M 7,7,2,Wed,10,14907.221965812892,0.017877853940783988,266.5091369676496,33
2021-07-14,2021,28,2021 W28,7,2021 M 7,14,2,Wed,10,15024.21627009226,0.017877853940783988,268.6007440514598,35
2021-07-21,2021,29,2021 W29,7,2021 M 7,21,2,Wed,10,15093.378830199763,0.017877853940783988,269.83722219923243,35
2021-07-28,2021,30,2021 W30,7,2021 M 7,28,2,Wed,10,15112.830124568613,0.017877853940783988,270.1849695989179,35
2021-08-04,2021,31,2021 W31,8,2021 M 8,4,2,Wed,10,15081.070712419678,0.017877853940783988,269.6171794672741,35
2021-08-11,2021,32,2021 W32,8,2021 M 8,11,2,Wed,10,14997.014765935355,0.017877853940783988,268.114439533173,35
2021-08-18,2021,33,2021 W33,8,2021 M 8,18,2,Wed,10,14860.023602433455,0.017877853940783988,265.665331520908,33
2021-08-25,2021,34,2021 W34,8,2021 M 8,25,2,Wed,10,14669.939216541028,0.017877853940783988,262.2670306334996,33
2021-09-01,2021,35,2021 W35,9,2021 M 9,1,2,Wed,10,14427.117812368251,0.017877853940783988,257.92590503600263,33
2021-09-08,2021,36,2021 W36,9,2021 M 9,8,2,Wed,10,14132.463335682305,0.017877853940783988,252.65811533881313,33
2021-09-15,2021,37,2021 W37,9,2021 M 9,15,2,Wed,10,13787.461006081203,0.017877853940783988,246.4902140809744,31
2021-09-22,2021,38,2021 W38,9,2021 M 9,22,2,Wed,10,13394.2108491677,0.017877853940783988,239.45974521348444,31
2021-09-29,2021,39,2021 W39,9,2021 M 9,29,2,Wed,10,12955.461228723118,0.017877853940783988,231.61584358260174,29
2021-10-06,2021,40,2021 W40,10,2021 M10,6,2,Wed,10,12474.64237888123,0.017877853940783988,223.01983441315275,29
2021-10-13,2021,41,2021 W41,10,2021 M10,13,2,Wed,10,11955.899936302148,0.017877853940783988,213.7458327918384,27
2021-10-20,2021,42,2021 W42,10,2021 M10,20,2,Wed,10,11404.128472346118,0.017877853940783988,203.88134315053992,26
2021-10-27,2021,43,2021 W43,10,2021 M10,27,2,Wed,10,10825.005025247476,0.017877853940783988,193.52785874962706,25
